Designator,Mid X,Mid Y,Rotation,Layer
A1,118.491,-131.699,0.0,top
D1,174.625,-105.563,90.0,top
J2,130.533,-123.444,0.0,top
Q1,159.766,-94.89,0.0,top
Q2,159.766,-112.289,0.0,top
R1,136.017,-94.763,0.0,top
R2,168.656,-89.302,180.0,top
R3,168.783,-106.574,180.0,top
R4,135.994,-112.289,0.0,top
R5,174.625,-92.604,270.0,top
U1,150.114,-89.937,0.0,top
U2,150.114,-107.421,0.0,top
